编号,类型,章节,题目,答案,来源
S168,主观,第十四章 建设巩固国防和强大人民军队,全面推进国防和军队现代化的战略安排是什么？,"1. 到 2027 年实现建军一百年奋斗目标。必将引领国防和军队现代化以更快速度向前推进，推动人民军队战略能力加速生成。
2. 到 2035 年基本实现国防和军队现代化。这一步的关键是实现军事理论现代化、军队组织形态现代化、军事人员现代化、武器装备现代化。
3. 到本世纪中叶把人民军队全面建成世界一流军队。
一是建成同我国强国地位相称的世界一流军队。
二是建成能够全面有效维护国家安全的世界一流军队。
三是建成具备强大国际影响力的世界一流军队。",2025习概必备主观题.pdf
S169,主观,第十四章 建设巩固国防和强大人民军队,如何理解香港、澳门与祖国内地同发展、共繁荣的道路必将越走越宽广？,"实践充分证明，“一国两制”是保持港澳长期繁荣稳定的好制度，是保障港澳居民根本利益和福祉的好制度。
1. 中央全力支持香港抓住国家发展带来的历史机遇，主动对接“十四五”规划、粤港澳大湾区建设和“一带一路”高质量发展等国家战略。
2. 全力支持香港同世界各地展开更广泛、更紧密的交流合作，吸引满怀梦想的创业者来此施展抱负。
3. 全力支持香港积极稳妥推进改革，破除利益固化藩篱，充分释放香港社会蕴藏的巨大创造力和发展活力。
4. 中央政府大力支持香港、澳门发展经济、改善民生，巩固提升香港、澳门在国际金融、贸易、航运航空、创新科技、文化旅游等领域的地位，深化香港、澳门同各国各地区更加开放、更加密切的交往合作。香港经济蓬勃发展，抵御了国际金融危机、新冠疫情等冲击，国际金融、航运、贸易中心地位稳固，各项事业取得长足进步，创新科技产业迅速兴起，营商环境世界一流，对外交往日益活跃，国际影响进一步扩大，自身的文化特色得以保持，“东方之珠”和“活力之都”的魅力更胜往昔香港连续多次被评为全球最自由经济体第一位，在世界竞争力排名中长期位居前列。
5. 澳门在经济发展、民生改善、社会稳定、文化建设等各方面取得了长足的进步，走出一条具有澳门特色的“一国两制”成功实践道路。
6. 以习近平同志为核心的党中央的鲜明态度和有力支持，为港澳保持长期繁荣稳定提供了坚强后盾。",2025习概必备主观题.pdf
S170,主观,第十四章 建设巩固国防和强大人民军队,强军目标的科学内涵党在新时代的强军目标是建设一支听党指挥、能打胜仗、作风优良的人民军队，把人民军队建设成为世界一流军队。,"1. 听党指挥是灵魂，决定军队建设的政治方向。
2. 能打胜仗是核心，反映军队的根本职能和军队建设的根本指向。
3. 作风优良是保证，关系军队的性质、宗旨、本色。
听党指挥、能打胜仗、作风优良，三者相互联系、密不可分，抓住了建设强大人民军队最根本、最紧要、最现实的问题，明确了加强军队建设的聚焦点和着力点，体现了坚持党的建军原则、人民军队根本职能、特有政治优势的高度统一。",2025习概必备主观题.pdf
S171,主观,第十四章 建设巩固国防和强大人民军队,怎样坚持政治建军、改革强军、科技强军、人才强军、依法治军？,"1. 政治建军是人民军队的立军之本。
抓军队建设首先要从政治上看，坚持从思想上政治上建设和掌握部队，强化政治意识、大局意识、核心意识、看齐意识，确保枪杆子永远掌握在忠于党的可靠的人手中。
2. 改革是决定人民军队发展壮大、制胜未来的关键一招。
新时代，我们党全面实施改革强军战略，大刀阔斧深化国防和军队改革，按照军委管总、战区主战、军种主建的总原则改革领导指挥体制，实现军队组织架构的历史性变革。
3. 科技是核心战斗力，是军事发展中最活跃、最具革命性的因素。
一流军队要求一流科技，必须全面实施科技强军战略，建设创新型人民军队，把科技创新这个强大引擎发动起来，增强科技认知力、创新力、运用力。
4. 强军之道，要在得人。
必须实施新时代人才强军战略，锻造德才兼备的高素质、专业化新型军事人才。
5. 依法治军是我们党建军治军基本方式。
厉行法治、严肃军纪，是治军带兵的铁律，也是建设强大军队的基本规律。必须贯彻依法治军战略，坚持党对人民军队的绝对领导，坚持建设中国特色军事法治体系，坚持按照法治要求转变治军方式，坚持从严治军铁律，坚持抓住领导干部这个“关键少数”，坚持官兵主体地位，坚持贯彻全面依法治国要求。
构建完善的中国特色军事法治体系，形成系统完备、严密高效的军事法规制度体系、军事法治实施体系、军事法治监督体系、军事法治保障体系。",2025习概必备主观题.pdf
S172,主观,第十四章 建设巩固国防和强大人民军队,新时代人民军队使命任务（四个战略支撑）是什么？,"人民军队是执行党的政治任务的武装集团，党和人民所需就是军队使命任务所系。人民军队自成立起，就始终为争取民族独立、人民解放和实现国家富强、人民幸福而英勇奋斗。
1. 为巩固中国共产党领导和我国社会主义制度提供战略支撑。
2. 为捍卫国家主权、统一和领土完整提供战略支撑。
3. 为维护我国海外利益提供战略支撑。
4. 为促进世界和平与发展提供战略支撑。",2025习概必备主观题.pdf
S173,主观,第十四章 建设巩固国防和强大人民军队,新时代党解决台湾问题的总体方略是什么？,"1. 必须坚持党中央对对台工作的集中统一领导，这是统一的根本保证。
2. 坚持在中华民族伟大复兴进程中推进祖国统一，这是统一的历史方位。
3. 坚持在祖国大陆发展进步基础上解决台湾问题，这是统一的战略思路。
4. 坚持“和平统一、一国两制”基本方针，这是统一的大政方针。
5. 坚持一个中国原则和“九二共识”，这是统一的政治基础。
6. 坚持推动两岸关系和平发展、融合发展，这是统一的实践途径。
7. 坚持团结台湾同胞、争取台湾民心，这是统一的根本动力。
8. 坚持粉碎“台独”分裂图谋，这是统一的必然要求。
9. 坚持反对外部势力干涉，这是统一的外部条件。
10. 坚持决不承诺放弃使用武力，这是统一的战略支撑。",2025习概必备主观题.pdf
S174,主观,第十四章 建设巩固国防和强大人民军队,有人说“军队的科技强大，军队就强”，请结合新时代强军目标评论。,这个观点是片面的。科技是核心战斗力，但绝不是强军的全部。新时代强军目标是建设一支听党指挥、能打胜仗、作风优良的人民军队，把人民军队建设成为世界一流军队。其中听党指挥是灵魂，能打胜仗是核心，作风优良是保证。强军事业要坚持政治建军、改革强军、科技强军、人才强军、依法治军，科技强大必须服从并服务于党的绝对领导、备战打仗能力和优良作风建设。,确认补充题
S175,主观,第十四章 建设巩固国防和强大人民军队,牢牢把握两岸关系主导权和主动权是什么？,"1. 把握两岸关系主导权和主动权，推动两岸关系朝着正确方向发展，必须坚持一个中国原则和“九二共识”，坚决反对“台独”分裂行径，坚决反对外部势力干涉。
2. “和平统一、一国两制”方针是实现两岸统一的最佳方式。
3. 促进两岸经济文化交流合作，深化两岸各领域融合发展。
4. 坚持以最大诚意、尽最大努力争取和平统一的前景，但决不承诺放弃使用武力。
国家好，民族好，两岸同胞才会好。",2025习概必备主观题.pdf
S176,主观,第十四章 建设巩固国防和强大人民军队,香港、澳门如何融入国家发展大局对香港、澳门来说，“一国两制”是最大的优势，国家改革开放是最大的舞台，共建“一带一路”、粤港澳大湾区建设等国家战略实施是新的重大机遇。,"1. 积极主动助力国家全面开放。
2. 积极主动参与粤港澳大湾区建设。
3. 积极主动参与国家治理实践。
4. 积极主动促进国际人文交流。
在中华民族伟大复兴历史进程中，香港、澳门必将在融入国家发展大局中实现更好发展。",2025习概必备主观题.pdf
S177,主观,第十章,如何认识建设社会主义文化强国的重要意义？,"文化繁荣兴盛是实现中华民族伟大复兴的精神支撑。
文化繁荣兴盛是建设社会主义现代化强国的应有之义文化繁荣兴盛是满足人民日益增长的美好生活需要的内在要求，。
文化繁荣兴盛是世界文化激荡中站稳脚跟的前提基础。",习近平新时代中国特色社会主义思想概论提纲.docx
S178,主观,第十章,怎么理解和把握文化自信的科学内涵和精神实质？,"文化自信是更基础、更广泛、更深厚的自信，是一个国家、一个民族发展中最基本、最深沉、最持久的力量。
中华优秀传统文化是我们坚定文化自信的深厚基础。
党带领人民在伟大斗争中孕育的革命文化和社会主义先进文化，是我们坚定文化自信的坚强基石。
中国特色社会主义伟大实践，是我们坚定文化自信的现实基础。",习近平新时代中国特色社会主义思想概论提纲.docx
S179,主观,第十章 建设社会主义文化强国,如何理解以伟大建党精神为源头的中国共产党人精神谱系是中华民族的宝贵精神财富？,"100 多年前，中国共产党的先驱们创建了中国共产党,形成了坚持真理、坚守理想，践行初心、担当使命，不怕牺牲、英勇斗争，对党忠诚、不负人民的伟大建党精神。
以伟大建党精神为源头的中国共产党人精神谱系，是党带领人民战胜艰难险阻、取得一个又一个伟大胜利的精神丰碑，是中华民族的宝贵精神财富。
1. 新民主主义革命时期，铸就了井冈山精神、苏区精神、长征精神、遵义会议精神、延安精神、抗战精神、红岩精神、西柏坡精神等。
2. 社会主义革命和建设时期，铸就了抗美援朝精神、“两弹一星”精神、雷锋精神、焦裕禄精神、大庆精神（铁人精神）、红旗渠精神等。
3. 改革开放和社会主义现代化建设新时期，铸就了改革开放精神、特区精神、抗洪精神、抗击“非典”精神、抗震救灾精神、载人航天精神等。
4. 中国特色社会主义新时代，铸就了脱贫攻坚精神、抗疫精神、探月精神、新时代北斗精神等。
中国共产党人精神谱系集中体现了党的坚定信念、根本宗旨、优良作风，凝聚着中国共产党人艰苦奋斗、牺牲奉献、开拓进取的伟大品格，已深深融入党、国家、民族、人民的血脉和灵魂，成为民族精神和时代精神的重要组成部分，成为社会主义核心价值观的丰富滋养。
党的伟大精神和光荣传统跨越时空、历久弥新，是激励我们奋勇前进的强大精神动力。
今天，我们迈上了全面建设社会主义现代化国家新征程，担负着新的历史任务，也必然面临着新的重大挑战，更加需要强大的精神力量。",2025习概必备主观题.pdf
S180,主观,第十章 建设社会主义文化强国,如何理解文化繁荣兴盛是中华民族伟大复兴的必然要求？,文化是一个国家、一个民族的灵魂。文化繁荣兴盛为民族复兴提供精神支撑，是建设社会主义现代化强国的应有之义，也是满足人民日益增长的美好生活需要、在世界文化激荡中站稳脚跟的重要基础。没有高度的文化自信和文化繁荣兴盛，就没有中华民族伟大复兴。因此要坚定文化自信，坚持中国特色社会主义文化发展道路，激发全民族文化创新创造活力，建设社会主义文化强国。,确认补充题
S181,主观,第四章,为什么要推动全体人民共同富裕取得更为明显的实质性进展?,"共同富裕是中国特色社会主义的本质要求，是中国式现代化的重要特征。
实现共同富裕不仅是经济问题，而且是关系党的执政基础的重大政治问题要从全局角度来把握共同富裕扎实推进共同富裕，必须坚持正确的原则和科学的思路推动全体人民共同富裕与促进人的全面发展是高度统一的。",习近平新时代中国特色社会主义思想概论提纲.docx
S182,主观,第四章 坚持以人民为中心,为什么必须坚持以人民为中心？,"1. 人民是决定党和国家前途命运的根本力量。
2. 人民是创造历史的动力。
3. 江山就是人民、人民就是江山。
4. 党依靠人民创造历史伟业。
5. 人民是党的工作的最高裁决者和最终评判者。",2025习概必备主观题.pdf
S183,主观,第四章 坚持以人民为中心,为什么要推动全体人民共同富裕取得更为明显的实质性进展？,"1. 共同富裕是中国特色社会主义的本质要求，是中国式现代化的重要特征。坚持以人民为中心的发展思想，真正做到发展成果由人民共享,就必须落实到扎实推进全体人民共同富裕上，在推动共同富裕过程中促进人的全面发展。
2. 在中国共产党领导的社会主义中国，我们追求的发展是造福人民的发展，我们追求的富裕是全体人民共同富裕，决不能允许贫富差距越来越大。
3. 实现全体人民共同富裕是一个长期的历史过程，不可能一蹴而就，必须保持历史耐心、进行不懈努力，根据现有条件把能做的事情尽量做起来，积小胜为大胜，不断动全体人民共同富裕取得更为明显的实质性进展。",2025习概必备主观题.pdf
S184,主观,第四章 坚持以人民为中心,如何全面落实以人民为中心的发展思想？,"1. 坚持和贯彻党的群众路线要善于通过提出和贯彻正确的路线方针政策带领人民前进，善于从群众的实践创造和发展要求中完善政策主张，善于从群众中寻找解决问题的方案和办法，使作出的决策和决策的执行充分体现民心民意。
2. 把为人民造福的事情真正办好办实为人民造福，要落实到新时代中国特色社会主义各事业、全部工作之中。
为人民造福，要着力解决好人民群众最关心最直接最现实的利益问题。
为人民造福，要一件事情接着一件事情办，一年接着一年干。
3. 推动全体人民共同富裕取得更为明显的实质性进展。",2025习概必备主观题.pdf
S185,主观,第四章 坚持以人民为中心,如何坚持人民立场人民立场是中国共产党的根本政治立场，是我们党区别于其他政党的显著标志。,"1. 坚持人民立场，就要始终牢记党的初心和使命。为中国人民谋幸福，为中华民族谋复兴，是中国共产党人的初心和使命，是激励一代代中国共产党人前仆后继、英勇奋斗的根本动力。
2. 坚持人民立场，就要始终保持党同人民群众的血肉联系。
3. 坚持人民立场就要热爱人民、尊重人民、敬畏人民。坚持人民立场，凝结着中国共产党对中国人民的深厚情感，体现了深切真挚的人民情怀。",2025习概必备主观题.pdf
S186,主观,第四章 坚持以人民为中心,如何扎实推进共同富裕？（共同富裕的原则或共同富裕的总思路）？,"1. 推进共同富裕，必须坚持正确的原则和科学的思路。
2. 促进共同富裕，要把握好鼓励勤劳创新致富、坚持基本经济制度、尽力而为量力而行、坚持循序渐进的原则。
3. 总的思路是：1）坚持以人民为中心的发展思想2）在高质量发展中促进共同富裕3）正确处理效率和公平的关系4）构建初次分配、再分配、三次分配协调配套的基础性制度安排5）加大税收、社保、转移支付等调节力度并提高精准性6）扩大中等收入群体比重，增加低收入群体收入，合理调节高收入，取缔非法收入，形成中间大、两头小的橄榄型分配结构。
7）促进社会公平正义，促进人的全面发展，使全体人民朝着共同富裕目标扎实迈进。",2025习概必备主观题.pdf
S187,主观,第四章 坚持以人民为中心,如何理解“时代是出卷人，我们是答卷人，人民是阅卷人”？,"1. 我们党是全心全意为人民服务的党，党的执政水平和执政成效不是由自己说了算，必须而且只能由人民来评判。
2. 要始终把人民放在心中最高位置，树立正确的政绩观，以人民满意不满意作为检验工作的最终评判标准。
3. 我们党是以辩证唯物主义和历史唯物主义作为世界观和方法论的党，人民在党的理论路线方针政策和一切工作中始终处于最高的地位，这决定了党的工作的最高裁决者和最终评判者只能是人民。
4. 习近平指出：“检验我们一切工作的成效，最终都要看人民是否真正得到了实惠，人民生活是否真正得到了改善，人民权益是否真正得到了保障。”。
5. 人民群众的意见是最好的尺子，最能衡量我们工作的长短优劣。生活过得好不好，人民最有发言权。什么是好事实事，要看群众实际感受，由群众来评判。要关注民情、顺应民意，人民群众赞成什么、期盼什么，就要坚持和推动什么；人民群众反对什么、痛恨什么，就要防范和纠正什么。对群众的呼声,要做到件件有着落、事事有回音，用心用情为群众排忧解难，千方百计增进人民福祉。",2025习概必备主观题.pdf
S188,主观,第四章 坚持以人民为中心,如何理解人民对美好生活的向往是党的奋斗目标？,"1. 人民对美好生活的向往是党的奋斗目标。
2. 人民立场是中国共产党的根本政治立场。
3. 为中国人民谋幸福是中国共产党的初心。
4. 人民对美好生活的向往就是党的奋斗目标。",2025习概必备主观题.pdf
S189,主观,简答题,回答“两个确立”的基本内容？,“两个确立”：确立习近平同志党中央的核心、全党的核心地位，确立习近平新时代中国特色社会主义思想的指导地位。,25秋季习概.docx
S190,主观,简答题,回答“两个结合”的基本内容？,“两个结合”：马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合。,25秋季习概.docx
S191,主观,简答题,回答“新发展阶段”的基本内容？,新发展阶段是指全面建成小康社会、实现第一个百年奋斗目标之后，乘势而上开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的阶段。它是我国社会主义初级阶段历史进程中的一个重要阶段，是中国共产党带领人民迎来从站起来、富起来到强起来历史性跨越的新阶段。,25春季习概.docx
S192,主观,简答题,回答“新时代强军目标”的基本内容？,"1. 明确党对人民军队的绝对领导是人民军队建军之本、强军之魂。
2. 明确强国必须强军。
3. 明确党在新时代强军目标是建设一支听党指挥、能打胜仗、作风优良的人民军队。
4. 明确军队是要准备打仗的。
5. 明确强军事业必须坚持政治建军、改革强军、科技强军、人才强军、依法治军。
6. 明确改革是强军的必由之路。
7. 明确科技是核心战斗力。
8. 明确强军之道要在得人。
9. 明确依法治军是我们党建军治军基本方式。
10. 明确军民融合发展是兴国之举、强军之策。
11. 明确作风优良是我军鲜明特色和政治优势。",25春季习概.docx
S193,主观,论述题,中国式现代化的内涵是什么？,"1. 中国式现代化是人口规模巨大的现代化。
2. 中国式现代化是全体人民共同富裕的现代化。
3. 中国式现代化是物质文明和精神文明相协调的现代化。
4. 中国式现代化是人与自然和谐共生的现代化。
5. 中国式现代化是走和平发展道路的现代化。",25秋季习概.docx
S194,主观,论述题,如何理解绿水青山就是金山银山？,"生态环境问题归根到底是经济发展方式和生活方式问题表面上看，生态环境保护和经济发展是矛盾对立的关系，是鱼和熊掌不可兼得的两难选择。但从根本上讲，两者是辩证统一、相辅相成的关系，发展经济不能对资源和生态环境竭泽而渔，生态环境保护也不是舍弃经济发展而缘木求鱼，而是要坚持在发展中保护、在保护中发展。
绿水青山既是自然财富、生态财富，又是社会财富、经济财富。
处理好绿水青山和金山银山的关系，关键在人，关键在思路。",25春季习概.docx
S195,主观,辨析题,有人说“‘社会管理’到‘社会治理’仅仅是一字之差，实质都是政府管理社会”，请结合“共建共治共享”阐述你的观点,这个观点是错误的。从“社会管理”到“社会治理”，虽一字之差，却反映了理念、主体、方式、范围的深刻变革。社会管理强调政府单一主体自上而下的管控，而社会治理强调党委领导、政府负责、社会协同、公众参与、法治保障的多元共治。坚持共建共治共享，保障全体人民参与社会建设、社会治理的权利，维护全体人民享有社会治理成果的权益，是完善社会治理必须始终遵循的重要理念。共建是共同参与社会建设，是社会治理的基础；共治是共同参与社会治理，是社会治理的关键；共享是共同享有社会治理成果，是社会治理的目标。要把专项治理和系统治理、依法治理、综合治理、源头治理结合起来，建设人人有责、人人尽责、人人享有的社会治理共同体。,25秋季习概.docx
S196,主观,辨析题,有人说“我国社会主义初级阶段的社会主要矛盾发生变化，说明我国不再处于社会会主义初级阶段，不再是发展中国家”,一个变：仍然是社会主义初级阶段这个大历史阶段中发生的变化两个不变：我国仍处于并长期处于社会主义初级阶段的基本国情没有变我国是世界最大发展中国家的国际地位没有变。,25春季习概.docx
O001,客观,序章,“两个大局”具体指哪两个大局？,世界百年未有之大变局，中华民族伟大复兴战略全局。,习概背诵手册.docx
O002,客观,序章,两个确立是什么？,党的十九届六中全会2021指出确立习近平党中央和全党的核心地位、确立习思想的指导地位,习概背诵手册.docx
O003,客观,序章,两个结合是什么？,习近平新时代中国特色社会主义思想是马克思主义基本原理与中国具体实际和中华优秀传统文化相结合的重大成果,习概背诵手册.docx
O004,客观,序章,中国特色社会主义最本质的特征和最大优势是什么？,中国共产党领导是中国特色社会主义最本质的特征，中国共产党领导是中国特色社会主义制度的最大优势。,习概背诵手册.docx
O005,客观,序章,习近平新时代中国特色社会主义思想“六个必须坚持”的主要内容是什么？,"1. 必须坚持人民至上。
2. 必须坚持自信自立。
3. 必须坚持守正创新。
4. 必须坚持问题导向。
5. 必须坚持系统观念。
6. 必须坚持胸怀天下。",习概背诵手册.docx
O006,客观,序章,习近平新时代中国特色社会主义思想创立的时代背景是什么？,世界百年未有之大变局加速演进，中华民族伟大复兴进入关键时期，中国式现代化全面推进拓展，科学社会主义在21世纪的中国重新焕发生机，中国共产党自我革命开创新的境界。,习概背诵手册.docx
O007,客观,序章,习近平新时代中国特色社会主义思想回答了哪三个重大时代课题？,"1. 新时代坚持和发展什么样的中国特色社会主义，怎样坚持和发展中国特色社会主义。
2. 建设什么样的社会主义现代化强国，怎样建设社会主义现代化强国。
3. 建设什么样的长期执政的马克思主义政党，怎样建设长期执政的马克思主义政党。",习概背诵手册.docx
O008,客观,第一章,中国式现代化的中国特色是什么？,"1. 人口规模巨大的现代化。
2. 全体人民共同富裕的现代化。
3. 物质文明和精神文明相协调的现代化。
4. 人与自然和谐共生的现代化。
5. 走和平发展道路的现代化。",习概背诵手册.docx
O009,客观,第一章,为什么说中国特色社会主义是社会主义，而不是其他什么主义？,中国特色社会主义是历史和人民的选择。,习概背诵手册.docx
O010,客观,第一章,五位一体总体布局是什么？,"1. 经济建设。
2. 政治建设。
3. 文化建设。
4. 社会建设。
5. 生态文明建设。",习概背诵手册.docx
O011,客观,第一章,党在社会主义初级阶段的基本路线是什么？,领导和团结全国各族人民，以经济建设为中心，坚持四项基本原则，坚持改革开放，自力更生，艰苦创业，为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗,习概背诵手册.docx
O012,客观,第一章,四个全面战略布局是什么？,"1. 全面建设社会主义现代化国家。
2. 全面深化改革。
3. 全面依法治国。
4. 全面从严治党。",习概背诵手册.docx
O013,客观,第一章,四个自信是什么？,新时代坚持和发展中国特色社会主义，必须坚定道路自信、理论自信、制度自信、文化自信,习概背诵手册.docx
O014,客观,第一章,四项基本原则是什么？,必须坚持社会主义道路，人民民主专政，中国共产党的领导，马列主义和毛泽东思想,习概背诵手册.docx
O015,客观,第一章,在“四个全面”战略布局中，战略目标是什么？（即引领地位的是哪个？）,全面建设社会主义现代化国家。,习概背诵手册.docx
O016,客观,第一章,如何正确评价改革开放前后两个历史时期的关系？,改革开放前后的历史不能相互否定。,习概背诵手册.docx
O017,客观,第一章,改革开放以来，我们取得一切成绩和进步的根本原因归结为什么？,开辟了中国特色社会主义道路，形成了中国特色社会主义理论，确立了中国特色社会主义制度，发展了中国特色社会主义文化。,习概背诵手册.docx
O018,客观,第一章,新时代坚持和发展中国特色社会主义的基本方略（即“十四个坚持”）是什么？,十四个坚持。,习概背诵手册.docx
O019,客观,第七章,建设教育强国、科技强国、人才强国所依托的“三大战略”是什么？,"1. 科教兴国战略。
2. 人才强国战略。
3. 创新驱动发展战略。",习概背诵手册.docx
O020,客观,第七章,教育的战略地位是什么？,教育是民族复兴、社会进步的基石。,习概背诵手册.docx
O021,客观,第三章,两个维护是什么？,坚决维护习近平总书记党中央的核心、全党的核心地位，坚决维护党中央权威和集中统一领导,习概背诵手册.docx
O022,客观,第三章,中国共产党人的初心和使命是什么？,为中国人民谋幸福，为中华民族谋复兴,习概背诵手册.docx
O023,客观,第三章,中国特色社会主义制度的最大优势是什么？,中国共产党领导是中国特色社会主义制度的最大优势。,习概背诵手册.docx
O024,客观,第三章,党的奋斗目标是什么？,人民对美好生活的向往,习概背诵手册.docx
O025,客观,第三章,党的宗旨是什么？,全心全意为人民服务,习概背诵手册.docx
O026,客观,第九章,坚持依宪治国、依宪执政的核心要义是什么？,宪法是国家的根本法，是治国安邦的总章程，是党和人民意志的集中体现。,习概背诵手册.docx
O027,客观,第九章,建设法治中国十六字方针是什么？,"1. 全面推进科学立法
2. 严格执法
3. 公正司法
4. 全民守法",习概背诵手册.docx
O028,客观,第九章,法治中国建设的总目标是什么？,实现法律规范科学完备统一，执法司法公正高效权威，权力运行受到有效制约监督，人民合法权益得到充分尊重保障,习概背诵手册.docx
O029,客观,第二章,全面建成社会主义现代化强国“两步走”是什么？,从2020年到2035年基本实现社会主义现代化，从2035年到本世纪中叶把我国建成富强民主文明和谐美丽的社会主义现代化强国,习概背诵手册.docx
O030,客观,第二章,推进中国式现代化需要正确处理的重大关系是什么？,顶层设计与实践探索，战略与策略，守正与创新，效率与公平，活力与秩序，自立自强与对外开放,习概背诵手册.docx
O031,客观,第二章,推进中国式现代化需要牢牢把握的重大原则是什么？,坚持和加强党的全面领导，坚持中国特色社会主义道路，坚持以人民为中心的发展思想，坚持深化改革开放，坚持发扬斗争精神,习概背诵手册.docx
O032,客观,第五章,全面深化改革的总目标是什么？,完善和发展中国特色社会主义制度、推进国家治理体系和治理能力现代化,习概背诵手册.docx
O033,客观,第八章,中国特色社会主义政治制度体系包括哪三个层次的制度？,"1. 根本政治制度。
2. 基本政治制度。
3. 重要政治制度。",习概背诵手册.docx
O034,客观,第八章,基本政治制度是什么？,中国共产党领导的多党合作和政治协商制度，民族区域自治制度、基层群众自治制度,习概背诵手册.docx
O035,客观,第八章,根本政治制度是什么？,人民代表大会制度是坚持党的领导、人民当家作主、依法治国有机统一的根本政治安排,习概背诵手册.docx
O036,客观,第六章,三期叠加状态是什么？,"1. 增长速度换挡期
2. 结构发展阵痛期
3. 前期刺激政策消化期",习概背诵手册.docx
O037,客观,第六章,习近平总书记提出的“三个新发展”是指什么？,"1. 新发展阶段。
2. 新发展理念。
3. 新发展格局。",习概背诵手册.docx
O038,客观,第六章,我国发展进入的新发展阶段具体指什么阶段？,我国社会主义初级阶段历史进程中的一个重要阶段，是中国共产党带领人民从站起来、富起来到强起来历史性跨越的新阶段，是全面建设社会主义现代化国家、向第二个百年奋斗目标进军的重要阶段。,习概背诵手册.docx
O039,客观,第六章,新发展格局（战略基点）是什么？,国内大循环为主体，国内国际双循环相互促进,习概背诵手册.docx
O040,客观,第六章,新发展理念是什么？,创新协调绿色开放共享,习概背诵手册.docx
O041,客观,第六章,社会主义基本经济制度（制度基础）是什么？,"1. 公有制为主体，多种所有制经济共同发展
2. 按劳分配为主体，多种分配方式并存
3. 社会主义市场经济体制",习概背诵手册.docx
O042,客观,第十一章,为什么说就业是最基本的民生？实施就业优先战略有何意义？,就业是最基本的民生。实施就业优先战略，有利于改善人民生活、促进社会稳定、推动高质量发展。,习概背诵手册.docx
O043,客观,第十一章,健全社会保障体系对保障和改善民生有什么作用？,社会保障体系是保障和改善民生、维护社会公平、增进人民福祉的基本制度保障。,习概背诵手册.docx
O044,客观,第十一章,四个治理是什么？,"1. 系统治理
2. 依法治理
3. 综合治理
4. 源头治理",习概背诵手册.docx
O045,客观,第十一章,完善分配制度对改善民生有何重要意义？,收入分配是民生之源，是改善民生、实现发展成果由人民共享最重要最直接的方式。,习概背诵手册.docx
O046,客观,第十一章,推进健康中国建设在社会主义现代化建设中处于什么地位？,人民健康是社会主义现代化的重要标志，卫生健康事业在经济社会发展中处于基础性地位。,习概背诵手册.docx
O047,客观,第十一章,民生和发展的关系是什么？,发展是解决民生问题的总钥匙，民生是发展的指南针,习概背诵手册.docx
O048,客观,第十三章,五个统筹是什么？,外部安全和内部安全，国土安全和国民安全，传统安全和非传统安全，自身安全和共同安全，维护国家安全和塑造国家安全,习概背诵手册.docx
O049,客观,第十三章,总体国家安全观是什么？,以人民安全为宗旨，以政治安全为根本，以经济安全为基础，以军事文化社会安全为保障，以促进国际安全为依托，走出一条中国特色国家安全道路,习概背诵手册.docx
O050,客观,第十三章,提高防范化解重大风险能力需要坚持哪些思维和方法？,坚持底线思维和极限思维，下好先手棋，打好主动仗，力争把风险化解在源头，运用制度威力应对风险挑战的冲击。,习概背诵手册.docx
O051,客观,第十二章,“绿水青山就是金山银山”的科学内涵是什么？,生态环境问题归根到底是经济发展方式和生活方式问题，揭示了保护生态环境就是保护生产力，改善生态环境就是发展生产力的道理，指明了实现发展和保护协同共生的新路径。,习概背诵手册.docx
O052,客观,第十二章,习近平生态文明思想的主要内容“十个坚持”是什么？,包括坚持党对生态文明建设的全面领导，坚持生态兴则文明兴，坚持人与自然和谐共生等。,习概背诵手册.docx
O053,客观,第十二章,双碳战略是什么？,"1. 碳达峰
2. 碳中和",习概背诵手册.docx
O054,客观,第十四章,新时代人民军队的“四个战略支撑”使命任务是什么？,"1. 巩固中国共产党领导和我国社会主义制度。
2. 维护国家主权、统一和领土完整。
3. 维护我国海外利益。
4. 促进世界和平和发展。",习概背诵手册.docx
